,F01B,F01C,F01D,F01K,F01L,F01M,F01N,F01P,F02B,F02C,F02D,F02F,F02G,F02K,F02M,F02N,F02P,F03B,F03C,F03D,	
F03G,F04B,F04C,F04D,F04F,H01B,H02B,H03B,H03C,H03D,H03F,H03G,H03H,H03J,H03L,H03K,H03M,H04H,H05B,H05C,H05F,H05G,H05H,H05K,F15B,F15C,F15D,F16N,F17B,F17C,F17D,F21K,F21S,F22B,F22D,F22G,F23B,F23C,F23L,F23M,F23Q,F24B,F24D,F24S,F24T,F24V,F25B,F25D,F25J,F26B,F41A,F41B,F41C,F41F,F41H,F41G,F41J,F41H,F42B,F42C,F42D
F01B,0.00000001!,0.038522267,0.007646258,0.046881141,0.051899456,0.016801692,0.012136088,0.020913506,0.069440732,0.018491493,0.019349411,0.045592796,0.092665979,0.00453617,0.019449005,0.007958894,0.022231177,0.012502343,0.0700528,0.009654783,0.031419206,0.033566282,0.008432083,0.00435252,0.004603619,0.000267969,0.000372542,0.000114598,6.08273E-05,2.64606E-05,8.58557E-05,8.82535E-05,0.000149139,2.93152E-05,0.000215176,0.000286773,0.000134177,4.25022E-05,0.000358029,4.39059E-05,6.31812E-05,0.000136786,0.00078011,0.000380491,0.022811224,0.000574339,0.002219495,0.005091704,0.000271076,0.018469626,0.006850008,8.52957E-05,0.00016541,0.01646209,0.002112959,0.001705093,0.003559061,0.010158816,0.004759181,0.011267759,0.010575092,0.00031356,0.002864096,0.003352161,0.005202947,0.001602229,0.007126924,0.001716203,0.005514582,0.00039131,0.000244816,0.000216624,0.000123272,0.000203424,0.000389251,0.000112231,8.81394E-05,0.000389251,0.000511228,0.000207709,0.000350263
F01C,0.038522267,0.00000001!,0.011785981,0.027793751,0.013948042,0.015110132,0.005348956,0.008517705,0.036874794,0.014513796,0.006705766,0.011848341,0.040048933,0.007467778,0.009593112,0.003849766,0.005700235,0.009376606,0.054274084,0.004932289,0.013657677,0.029716831,0.177300096,0.014311808,0.00459415,0.000329124,0.000517165,1.59859E-05,2.3218E-05,4.16858E-05,4.33777E-05,5.58603E-05,0.000180206,2.25734E-05,7.84639E-05,0.000223216,5.59691E-05,3.12913E-05,0.000319338,3.03361E-05,0.000143421,0.000111004,0.000367803,0.001008291,0.01144736,0.000330478,0.006137522,0.010385331,6.1862E-05,0.004552997,0.004674013,5.30212E-05,0.000162931,0.006662877,0.001499625,0.000537374,0.000192391,0.005191751,0.001311895,0.003075886,0.000760225,0.000110422,0.002279435,0.00135989,0.002472727,0.000667728,0.014098324,0.002643785,0.00267297,0.000344148,0.000288887,0.000266236,0.000203912,0.000100789,0.00043697,9.4267E-05,4.52212E-05,0.00043697,0.000520055,0.000136702,0.000338288
F01D,0.007646258,0.011785981,0.00000001!,0.076535475,0.007229952,0.031486345,0.027172358,0.010414514,0.013535046,0.005241865,0.007490952,1.148832406,0.008479516,0.449810401,0.017196387,0.001119445,0.042873687,0.019540357,0.062470617,0.00273452,0.014992037,0.006042074,0.011974833,0.011100212,0.169450167,0.003921211,0.002457994,0.000249875,0.000842317,0.000100164,0.000519258,0.0001955,0.001485916,8.4089E-05,0.000631994,0.001390545,0.000555811,0.000265062,0.005719245,1.86354E-05,0.000358144,0.000424537,0.003580107,0.005355635,0.010502614,0.000619971,0.009182627,0.017440991,6.07491E-05,0.007092224,0.008247727,0.000605086,0.001276264,0.026421271,0.004677809,0.003736408,0.001405737,0.0150383,0.011931686,0.016500461,0.001289556,0.000432133,0.00673675,0.007345791,0.002875623,0.000817005,0.014956019,0.003245345,0.010622894,0.002408655,0.000889281,0.000395174,0.000466014,0.000361628,0.003686409,0.000877845,0.000190407,0.003686409,0.004071004,0.000834762,0.000502653
F01K,0.046881141,0.027793751,0.076535475,0.00000001!,0.009489071,0.00805833,0.035641031,0.018415328,0.038595118,0.113831389,0.013111244,0.006807824,0.158686249,0.022255993,0.020175312,0.012676716,0.004048583,0.017438852,0.005115247,0.016223228,0.083219438,0.013566127,0.01002893,0.013872816,0.007007436,0.001431861,0.000892204,8.02191E-05,4.42582E-05,5.50267E-05,0.000300702,0.000122582,0.000307792,8.69464E-05,0.00212404,0.000340009,0.000162745,0.000111459,0.002295254,3.46741E-05,0.000150274,0.000470092,0.003110775,0.001648319,0.009813976,0.000295,0.002066483,0.003262589,0.000192881,0.02520214,0.013832503,0.000279172,0.000618707,0.230830466,0.05082903,0.047317108,0.008075143,0.052800948,0.057192695,0.016652409,0.002597181,0.001604929,0.027971755,0.030420402,0.024841371,0.012649672,0.034040957,0.006056559,0.056198991,0.006149435,0.00030676,0.0002838,0.000155568,0.000170831,0.001052766,0.000271705,0.000101545,0.001052766,0.001174761,0.000320807,0.0005419
F01L,0.051899456,0.013948042,0.007229952,0.009489071,0.00000001!,0.0536727,0.021153226,0.023143267,0.086624874,0.010014447,0.085409926,0.092050209,0.014574784,0.002831753,0.052236596,0.030771687,0.058137822,0.001231918,0.003048552,0.00178139,0.003465452,0.012359859,0.005510286,0.003926064,0.001717766,0.000353115,0.000318096,0.000101484,4.33457E-05,4.04744E-05,6.68876E-05,6.91754E-05,0.0001643,5.67867E-05,0.000147393,0.000503621,0.000215626,8.44386E-05,0.000531329,1.69179E-05,0.000588998,0.000124705,0.000777518,0.000426243,0.012265048,0.000400449,0.0045327,0.007300535,1.71007E-05,0.003987669,0.001809716,0.00010169,9.92175E-05,0.003221891,0.000619401,0.000584251,7.38193E-05,0.004407265,0.000817595,0.004615784,0.004327554,7.00025E-05,0.000732268,0.000818964,0.000473828,0.000368737,0.001455117,0.000435822,0.000935016,0.000361419,0.000293158,0.000181849,0.000141186,4.55692E-05,0.000297761,0.000111376,2.84204E-05,0.000297761,0.000334661,8.56702E-05,0.000108906
F01M,0.016801692,0.015110132,0.020160232,0.00805833,0.0536727,0.00000001!,0.021272365,0.077457978,0.059863786,0.022641029,0.03571472,0.085552672,0.014783374,0.010840733,0.058733893,0.024829445,0.014039072,0.001945895,0.001997511,0.004488787,0.002481808,0.016875815,0.016499383,0.012590379,0.007642832,0.000433254,0.000512381,8.04283E-05,1.48014E-05,4.13982E-05,7.37105E-05,9.65014E-05,0.000177765,0.000101775,4.39723E-05,0.000245516,0.000230824,0.00017731,0.001493464,1.74049E-05,0.000180957,0.000114596,0.000376555,0.00099307,0.011962903,0.000609033,0.006298798,0.174505205,1.75985E-05,0.003077745,0.003806521,0.00015399,0.000375982,0.001988282,0.000805989,0.000194411,0.000302805,0.001542541,0.001096295,0.000984648,0.000538824,0.000415926,0.004450551,0.000798975,0.000607303,0.000915332,0.005830167,0.002282734,0.000979604,0.000527221,0.000259368,0.000160819,0.000107984,1.55802E-05,0.000448961,0.000124816,7.27675E-05,0.000448961,0.000365612,2.9244E-05,9.74849E-05
F01N,0.012136088,0.005348956,0.027172358,0.035641031,0.021153226,0.021272365,0.00000001!,0.05891387,0.138710738,0.03698612,0.164651068,0.025689192,0.045627812,0.013127447,0.128489739,0.033782199,0.036846242,0.001811289,0.000578324,0.003479474,0.00634481,0.014149851,0.00644579,0.013610499,0.004054337,0.00475909,0.000849621,0.000163532,4.7024E-05,3.42779E-05,0.000478978,0.000513017,0.000449924,8.75442E-05,0.000550775,0.001070781,0.000405112,0.000416181,0.007021157,6.24867E-06,0.000806428,0.000248558,0.003468546,0.003793825,0.006081019,0.001546952,0.006234119,0.004124288,6.27345E-06,0.00783678,0.004745611,0.001002116,0.00116796,0.014218844,0.002138292,0.001893615,0.002251179,0.015992853,0.012840095,0.00880665,0.003682095,0.000935834,0.006055109,0.004317934,0.002852573,0.003651672,0.012045372,0.004018323,0.008941978,0.001826055,0.001343499,0.000491103,0.000603062,7.19679E-05,0.004419847,0.000540611,0.000116781,0.004419847,0.001230386,0.000140412,0.000298345
F01P,0.020913506,0.008517705,0.011505603,0.018415328,0.023143267,0.077457978,0.05891387,0.00000001!,0.099888428,0.016181828,0.051722666,0.092053874,0.042517504,0.005719844,0.062681246,0.045839171,0.030582133,0.001966927,0.002080992,0.002931228,0.006018391,0.011993195,0.006070451,0.030699146,0.005552287,0.000822261,0.000912669,0.000116939,4.02161E-05,3.77325E-05,0.00014133,0.000115681,0.000221863,9.23251E-05,0.000223688,0.000640901,0.000333424,0.000194592,0.001972402,1.55051E-05,0.000955788,0.000866034,0.000858716,0.003327218,0.010147233,0.000442439,0.004708074,0.015240414,3.1318E-05,0.004248584,0.002569816,0.000823588,0.000950434,0.004676455,0.001245051,0.001034277,0.000218887,0.004711518,0.002436577,0.005083385,0.004745807,0.000351709,0.008455903,0.002340777,0.001442803,0.003383443,0.015486656,0.005938506,0.002128349,0.000657056,0.000251941,0.000113789,8.85073E-05,5.61656E-05,0.000887373,0.000294316,0.000105616,0.000887373,0.00057443,0.000145865,0.000114152
F02B,0.069440732,0.036874794,0.069178615,0.038595118,0.086624874,0.059863786,0.138710738,0.099888428,0.00000001!,0.075751481,0.296330679,0.121903783,0.046964301,0.013931445,0.295969727,0.061248722,0.087728424,0.005076892,0.003600553,0.008165557,0.011535235,0.024741647,0.019102956,0.045852213,0.00625147,0.001518134,0.002248356,0.000107558,3.60108E-05,2.50878E-05,0.0003351,0.000220154,0.000450248,7.15739E-05,0.000499345,0.001386433,0.000391237,0.000218603,0.002149979,1.62789E-05,0.00065311,0.00016072,0.00301245,0.003142787,0.015630586,0.000490722,0.005050939,0.010563397,4.90079E-05,0.012584728,0.004947884,0.000778772,0.001042841,0.015146971,0.001303938,0.00108408,0.001340887,0.015537393,0.010236662,0.007613463,0.004811945,0.000325715,0.005051576,0.004330282,0.002507559,0.002402222,0.013444991,0.003690925,0.007950517,0.001590373,0.000728364,0.000101128,0.000590608,5.75913E-05,0.000946399,0.000223367,8.69454E-05,0.000946399,0.000882459,0.000133211,0.000256856
F02C,0.018491493,0.014513796,0.519572153,0.113831389,0.010014447,0.022641029,0.03698612,0.016181828,0.075751481,0.00000001!,0.03002683,0.008332658,0.033109943,0.225548131,0.04412294,0.015102525,0.011010914,0.013682757,0.001725494,0.023999544,0.024920795,0.018343178,0.010155906,0.118232988,0.006317956,0.003389617,0.002944114,0.000250282,5.61153E-05,7.86515E-05,0.000324858,0.000198291,0.001018654,5.56882E-05,0.001339773,0.001039114,0.000436841,0.000302015,0.003521972,4.65791E-05,0.000566048,0.000338631,0.004535799,0.004022645,0.014191177,0.000677714,0.008934758,0.018454635,7.35088E-05,0.017010918,0.008468341,0.000365627,0.000839799,0.042107806,0.005781832,0.005077303,0.003070436,0.047457173,0.03110855,0.031362653,0.007331897,0.000634178,0.008889782,0.009461515,0.003660471,0.001411342,0.017840236,0.003915947,0.02122096,0.002995736,0.001241705,0.000403316,0.000494237,0.0006185,0.003082055,0.00078026,0.000160982,0.003082055,0.004437518,0.00048424,0.000577616
