F01B,F01C,F01D,"	
F01K",F01L,F01M,F01N,F01P,F02B,F02C,F02D,F02F,F02G,F02K,F02M,F02N,F02P,F03B,F03C,F03D,"	
F03G",F04B,F04C,F04D,F04F,H01B,H02B,H03B,H03C,H03D,H03F,H03G,H03H,H03J,H03L,H03K,H03M,H04H,H05B,H05C,H05F,H05G,H05H,H05K,F15B,F15C,F15D,F16N,F17B,F17C,F17D,F21K,F21S,F22B,F22D,F22G,F23B,F23C,F23L,F23M,F23Q,F24B,F24D,F24S,F24T,F24V,F25B,F25D,F25J,F26B,F41A,F41B,F41C,F41F,F41H,F41G,F41J,F41H,F42B,F42C,F42D
21509,31697,213384,56415,57842,56188,158767,63228,183025,149027,208139,51679,22161,50120,210746,55206,40695,49572,9153,108349,51119,214259,149856,241993,19266,251057,80569,30860,11375,16285,106635,57822,112634,12605,57530,282041,164862,96142,450858,1269,10150,22367,58091,843821,128519,4638,16958,35828,637,68039,48636,119202,244584,57425,8433,5561,9901,38753,27915,16061,14412,13594,78920,76694,9757,7293,199930,160327,23592,116597,47965,24674,27176,7998,53051,31964,12534,53051,58772,12206,15632
